SYNTH_ID,PERSON_SET
SYN_002362,DEVELOPMENT
SYN_002363,DEVELOPMENT
SYN_002364,DEVELOPMENT
SYN_002365,DEVELOPMENT
SYN_002366,DEVELOPMENT
SYN_002367,DEVELOPMENT
SYN_002368,DEVELOPMENT
SYN_002369,HOLDOUT
SYN_002370,DEVELOPMENT
SYN_002371,DEVELOPMENT
SYN_002372,DEVELOPMENT
SYN_002373,DEVELOPMENT
SYN_002374,DEVELOPMENT
SYN_002375,DEVELOPMENT
SYN_002376,HOLDOUT
SYN_002377,DEVELOPMENT
SYN_002378,DEVELOPMENT
SYN_002379,DEVELOPMENT
SYN_002380,DEVELOPMENT
SYN_002381,DEVELOPMENT
SYN_002382,HOLDOUT
SYN_002383,DEVELOPMENT
SYN_002384,DEVELOPMENT
SYN_002385,DEVELOPMENT
SYN_002386,HOLDOUT
SYN_002387,DEVELOPMENT
SYN_002388,DEVELOPMENT
SYN_002389,DEVELOPMENT
SYN_002390,DEVELOPMENT
SYN_002391,DEVELOPMENT
SYN_002392,HOLDOUT
SYN_002393,HOLDOUT
SYN_002394,DEVELOPMENT
SYN_002395,DEVELOPMENT
SYN_002396,DEVELOPMENT
SYN_002397,DEVELOPMENT
SYN_002398,DEVELOPMENT
SYN_002399,DEVELOPMENT
SYN_002400,DEVELOPMENT
SYN_002401,HOLDOUT
SYN_002402,HOLDOUT
SYN_002403,HOLDOUT
SYN_002404,DEVELOPMENT
SYN_002405,DEVELOPMENT
SYN_002406,DEVELOPMENT
SYN_002407,DEVELOPMENT
SYN_002408,DEVELOPMENT
SYN_002409,DEVELOPMENT
SYN_002410,DEVELOPMENT
SYN_002411,DEVELOPMENT
SYN_002412,DEVELOPMENT
SYN_002413,DEVELOPMENT
SYN_002414,DEVELOPMENT
SYN_002415,HOLDOUT
SYN_002416,DEVELOPMENT
SYN_002417,DEVELOPMENT
SYN_002418,HOLDOUT
SYN_002419,DEVELOPMENT
SYN_002420,DEVELOPMENT
SYN_002421,DEVELOPMENT
SYN_002422,DEVELOPMENT
SYN_002423,DEVELOPMENT
SYN_002424,DEVELOPMENT
SYN_002425,HOLDOUT
SYN_002426,DEVELOPMENT
SYN_002427,DEVELOPMENT
SYN_002428,HOLDOUT
SYN_002429,DEVELOPMENT
SYN_002430,DEVELOPMENT
SYN_002431,DEVELOPMENT
SYN_002432,DEVELOPMENT
SYN_002433,DEVELOPMENT
SYN_002434,DEVELOPMENT
SYN_002435,DEVELOPMENT
SYN_002436,HOLDOUT
SYN_002437,DEVELOPMENT
SYN_002438,DEVELOPMENT
SYN_002439,DEVELOPMENT
SYN_002440,DEVELOPMENT
SYN_002441,DEVELOPMENT
SYN_002442,DEVELOPMENT
SYN_002443,DEVELOPMENT
SYN_002444,DEVELOPMENT
SYN_002445,DEVELOPMENT
SYN_002446,DEVELOPMENT
SYN_002447,HOLDOUT
SYN_002448,DEVELOPMENT
SYN_002449,DEVELOPMENT
SYN_002450,DEVELOPMENT
SYN_002451,DEVELOPMENT
SYN_002452,DEVELOPMENT
SYN_002453,DEVELOPMENT
SYN_002454,DEVELOPMENT
SYN_002455,DEVELOPMENT
SYN_002456,DEVELOPMENT
SYN_002457,DEVELOPMENT
SYN_002458,DEVELOPMENT
SYN_002459,DEVELOPMENT
SYN_002460,DEVELOPMENT
SYN_002461,DEVELOPMENT
SYN_002462,DEVELOPMENT
SYN_002463,DEVELOPMENT
SYN_002464,DEVELOPMENT
SYN_002465,DEVELOPMENT
SYN_002466,DEVELOPMENT
SYN_002467,DEVELOPMENT
SYN_002468,HOLDOUT
SYN_002469,HOLDOUT
SYN_002470,HOLDOUT
SYN_002471,DEVELOPMENT
SYN_002472,DEVELOPMENT
SYN_002473,DEVELOPMENT
SYN_002474,HOLDOUT
SYN_002475,DEVELOPMENT
SYN_002476,HOLDOUT
SYN_002477,DEVELOPMENT
SYN_002478,DEVELOPMENT
SYN_002479,DEVELOPMENT
SYN_002480,HOLDOUT
SYN_002481,HOLDOUT
SYN_002482,DEVELOPMENT
SYN_002483,HOLDOUT
SYN_002484,DEVELOPMENT
SYN_002485,DEVELOPMENT
SYN_002486,DEVELOPMENT
SYN_002487,DEVELOPMENT
SYN_002488,DEVELOPMENT
SYN_002489,DEVELOPMENT
SYN_002490,DEVELOPMENT
SYN_002491,DEVELOPMENT
SYN_002492,DEVELOPMENT
SYN_002493,HOLDOUT
SYN_002494,HOLDOUT
SYN_002495,HOLDOUT
SYN_002496,DEVELOPMENT
SYN_002497,DEVELOPMENT
SYN_002498,DEVELOPMENT
SYN_002499,DEVELOPMENT
SYN_002500,DEVELOPMENT
SYN_002501,DEVELOPMENT
SYN_002502,DEVELOPMENT
SYN_002503,HOLDOUT
SYN_002504,DEVELOPMENT
SYN_002505,DEVELOPMENT
SYN_002506,DEVELOPMENT
SYN_002507,DEVELOPMENT
SYN_002508,DEVELOPMENT
SYN_002509,DEVELOPMENT
SYN_002510,DEVELOPMENT
SYN_002511,DEVELOPMENT
SYN_002512,DEVELOPMENT
SYN_002513,DEVELOPMENT
SYN_002514,HOLDOUT
SYN_002515,DEVELOPMENT
SYN_002516,DEVELOPMENT
SYN_002517,DEVELOPMENT
SYN_002518,DEVELOPMENT
SYN_002519,DEVELOPMENT
SYN_002520,DEVELOPMENT
SYN_002521,DEVELOPMENT
SYN_002522,HOLDOUT
SYN_002523,DEVELOPMENT
SYN_002524,DEVELOPMENT
SYN_002525,DEVELOPMENT
SYN_002526,DEVELOPMENT
SYN_002527,DEVELOPMENT
SYN_002528,HOLDOUT
SYN_002529,DEVELOPMENT
SYN_002530,DEVELOPMENT
SYN_002531,DEVELOPMENT
SYN_002532,HOLDOUT
SYN_002533,HOLDOUT
SYN_002534,HOLDOUT
SYN_002535,DEVELOPMENT
SYN_002536,DEVELOPMENT
SYN_002537,HOLDOUT
SYN_002538,HOLDOUT
SYN_002539,DEVELOPMENT
SYN_002540,HOLDOUT
SYN_002541,DEVELOPMENT
SYN_002542,DEVELOPMENT
SYN_002543,DEVELOPMENT
SYN_002544,DEVELOPMENT
SYN_002545,HOLDOUT
SYN_002546,DEVELOPMENT
SYN_002547,DEVELOPMENT
SYN_002548,HOLDOUT
SYN_002549,DEVELOPMENT
SYN_002550,DEVELOPMENT
SYN_002551,DEVELOPMENT
SYN_002552,DEVELOPMENT
SYN_002553,DEVELOPMENT
SYN_002554,DEVELOPMENT
SYN_002555,DEVELOPMENT
SYN_002556,DEVELOPMENT
SYN_002557,DEVELOPMENT
SYN_002558,DEVELOPMENT
SYN_002559,DEVELOPMENT
SYN_002560,HOLDOUT
SYN_002561,DEVELOPMENT
SYN_002562,DEVELOPMENT
SYN_002563,DEVELOPMENT
SYN_002564,DEVELOPMENT
SYN_002565,DEVELOPMENT
SYN_002566,HOLDOUT
SYN_002567,DEVELOPMENT
SYN_002568,DEVELOPMENT
SYN_002569,DEVELOPMENT
SYN_002570,DEVELOPMENT
SYN_002571,DEVELOPMENT
SYN_002572,DEVELOPMENT
SYN_002573,DEVELOPMENT
SYN_002574,HOLDOUT
SYN_002575,DEVELOPMENT
SYN_002576,DEVELOPMENT
SYN_002577,DEVELOPMENT
SYN_002578,DEVELOPMENT
SYN_002579,HOLDOUT
SYN_002580,DEVELOPMENT
SYN_002581,DEVELOPMENT
SYN_002582,HOLDOUT
SYN_002583,DEVELOPMENT
SYN_002584,DEVELOPMENT
SYN_002585,HOLDOUT
SYN_002586,DEVELOPMENT
SYN_002587,DEVELOPMENT
SYN_002588,DEVELOPMENT
SYN_002589,HOLDOUT
SYN_002590,DEVELOPMENT
SYN_002591,HOLDOUT
SYN_002592,DEVELOPMENT
SYN_002593,DEVELOPMENT
SYN_002594,DEVELOPMENT
SYN_002595,DEVELOPMENT
SYN_002596,DEVELOPMENT
SYN_002597,HOLDOUT
SYN_002598,DEVELOPMENT
SYN_002599,DEVELOPMENT
SYN_002600,DEVELOPMENT
SYN_002601,DEVELOPMENT
SYN_002602,DEVELOPMENT
SYN_002603,DEVELOPMENT
SYN_002604,HOLDOUT
SYN_002605,DEVELOPMENT
SYN_002606,DEVELOPMENT
SYN_002607,DEVELOPMENT
SYN_002608,DEVELOPMENT
SYN_002609,DEVELOPMENT
SYN_002610,DEVELOPMENT
SYN_002611,HOLDOUT
SYN_002612,DEVELOPMENT
SYN_002613,DEVELOPMENT
SYN_002614,DEVELOPMENT
SYN_002615,DEVELOPMENT
SYN_002616,DEVELOPMENT
SYN_002617,DEVELOPMENT
SYN_002618,DEVELOPMENT
SYN_002619,DEVELOPMENT
SYN_002620,DEVELOPMENT
SYN_002621,DEVELOPMENT
SYN_002622,DEVELOPMENT
SYN_002623,HOLDOUT
SYN_002624,DEVELOPMENT
SYN_002625,DEVELOPMENT
SYN_002626,DEVELOPMENT
SYN_002627,DEVELOPMENT
SYN_002628,DEVELOPMENT
SYN_002629,DEVELOPMENT
SYN_002630,DEVELOPMENT
SYN_002631,DEVELOPMENT
SYN_002632,DEVELOPMENT
SYN_002633,DEVELOPMENT
SYN_002634,DEVELOPMENT
SYN_002635,DEVELOPMENT
SYN_002636,HOLDOUT
SYN_002637,HOLDOUT
SYN_002638,DEVELOPMENT
SYN_002639,DEVELOPMENT
SYN_002640,DEVELOPMENT
SYN_002641,DEVELOPMENT
SYN_002642,DEVELOPMENT
SYN_002643,DEVELOPMENT
SYN_002644,DEVELOPMENT
SYN_002645,DEVELOPMENT
SYN_002646,DEVELOPMENT
SYN_002647,DEVELOPMENT
SYN_002648,DEVELOPMENT
SYN_002649,DEVELOPMENT
SYN_002650,HOLDOUT
SYN_002651,DEVELOPMENT
SYN_002652,HOLDOUT
SYN_002653,DEVELOPMENT
SYN_002654,DEVELOPMENT
SYN_002655,DEVELOPMENT
SYN_002656,DEVELOPMENT
SYN_002657,DEVELOPMENT
SYN_002658,DEVELOPMENT
SYN_002659,DEVELOPMENT
SYN_002660,DEVELOPMENT
SYN_002661,DEVELOPMENT
SYN_002662,DEVELOPMENT
SYN_002663,DEVELOPMENT
SYN_002664,DEVELOPMENT
SYN_002665,DEVELOPMENT
SYN_002666,HOLDOUT
SYN_002667,DEVELOPMENT
SYN_002668,DEVELOPMENT
SYN_002669,DEVELOPMENT
SYN_002670,DEVELOPMENT
SYN_002671,DEVELOPMENT
SYN_002672,DEVELOPMENT
SYN_002673,DEVELOPMENT
SYN_002674,HOLDOUT
SYN_002675,HOLDOUT
SYN_002676,DEVELOPMENT
SYN_002677,DEVELOPMENT
SYN_002678,DEVELOPMENT
SYN_002679,DEVELOPMENT
SYN_002680,HOLDOUT
SYN_002681,DEVELOPMENT
SYN_002682,DEVELOPMENT
SYN_002683,DEVELOPMENT
SYN_002684,DEVELOPMENT
SYN_002685,DEVELOPMENT
SYN_002686,HOLDOUT
SYN_002687,DEVELOPMENT
SYN_002688,DEVELOPMENT
SYN_002689,DEVELOPMENT
SYN_002690,HOLDOUT
SYN_002691,HOLDOUT
SYN_002692,DEVELOPMENT
SYN_002693,HOLDOUT
SYN_002694,DEVELOPMENT
SYN_002695,DEVELOPMENT
SYN_002696,HOLDOUT
SYN_002697,DEVELOPMENT
SYN_002698,DEVELOPMENT
SYN_002699,DEVELOPMENT
SYN_002700,HOLDOUT
SYN_002701,DEVELOPMENT
SYN_002702,DEVELOPMENT
SYN_002703,DEVELOPMENT
SYN_002704,DEVELOPMENT
SYN_002705,DEVELOPMENT
SYN_002706,DEVELOPMENT
SYN_002707,DEVELOPMENT
SYN_002708,DEVELOPMENT
SYN_002709,DEVELOPMENT
SYN_002710,DEVELOPMENT
SYN_002711,DEVELOPMENT
SYN_002712,DEVELOPMENT
SYN_002713,HOLDOUT
SYN_002714,DEVELOPMENT
SYN_002715,DEVELOPMENT
SYN_002716,HOLDOUT
SYN_002717,DEVELOPMENT
SYN_002718,DEVELOPMENT
SYN_002719,DEVELOPMENT
SYN_002720,HOLDOUT
SYN_002721,DEVELOPMENT
SYN_002722,DEVELOPMENT
SYN_002723,DEVELOPMENT
SYN_002724,DEVELOPMENT
SYN_002725,DEVELOPMENT
SYN_002726,HOLDOUT
SYN_002727,DEVELOPMENT
SYN_002728,DEVELOPMENT
SYN_002729,DEVELOPMENT
SYN_002730,DEVELOPMENT
SYN_002731,HOLDOUT
SYN_002732,DEVELOPMENT
SYN_002733,DEVELOPMENT
SYN_002734,HOLDOUT
SYN_002735,HOLDOUT
SYN_002736,DEVELOPMENT
SYN_002737,DEVELOPMENT
SYN_002738,DEVELOPMENT
SYN_002739,DEVELOPMENT
SYN_002740,DEVELOPMENT
SYN_002741,DEVELOPMENT
SYN_002742,DEVELOPMENT
SYN_002743,DEVELOPMENT
SYN_002744,DEVELOPMENT
SYN_002745,DEVELOPMENT
SYN_002746,DEVELOPMENT
SYN_002747,DEVELOPMENT
SYN_002748,DEVELOPMENT
SYN_002749,DEVELOPMENT
SYN_002750,DEVELOPMENT
SYN_002751,DEVELOPMENT
SYN_002752,DEVELOPMENT
SYN_002753,DEVELOPMENT
SYN_002754,DEVELOPMENT
SYN_002755,DEVELOPMENT
SYN_002756,DEVELOPMENT
SYN_002757,DEVELOPMENT
SYN_002758,HOLDOUT
SYN_002759,DEVELOPMENT
SYN_002760,HOLDOUT
SYN_002761,DEVELOPMENT
SYN_002762,HOLDOUT
SYN_002763,DEVELOPMENT
SYN_002764,DEVELOPMENT
SYN_002765,HOLDOUT
SYN_002766,DEVELOPMENT
SYN_002767,HOLDOUT
SYN_002768,DEVELOPMENT
SYN_002769,DEVELOPMENT
SYN_002770,DEVELOPMENT
SYN_002771,DEVELOPMENT
SYN_002772,DEVELOPMENT
SYN_002773,DEVELOPMENT
SYN_002774,DEVELOPMENT
SYN_002775,DEVELOPMENT
SYN_002776,HOLDOUT
SYN_002777,DEVELOPMENT
SYN_002778,HOLDOUT
SYN_002779,DEVELOPMENT
SYN_002780,DEVELOPMENT
SYN_002781,DEVELOPMENT
SYN_002782,DEVELOPMENT
SYN_002783,HOLDOUT
SYN_002784,DEVELOPMENT
SYN_002785,DEVELOPMENT
SYN_002786,DEVELOPMENT
SYN_002787,DEVELOPMENT
SYN_002788,DEVELOPMENT
SYN_002789,DEVELOPMENT
SYN_002790,HOLDOUT
SYN_002791,DEVELOPMENT
SYN_002792,DEVELOPMENT
SYN_002793,DEVELOPMENT
SYN_002794,DEVELOPMENT
SYN_002795,DEVELOPMENT
SYN_002796,DEVELOPMENT
SYN_002797,DEVELOPMENT
SYN_002798,HOLDOUT
SYN_002799,DEVELOPMENT
SYN_002800,HOLDOUT
SYN_002801,DEVELOPMENT
SYN_002802,DEVELOPMENT
SYN_002803,DEVELOPMENT
SYN_002804,HOLDOUT
SYN_002805,DEVELOPMENT
SYN_002806,DEVELOPMENT
SYN_002807,DEVELOPMENT
SYN_002808,DEVELOPMENT
SYN_002809,DEVELOPMENT
SYN_002810,DEVELOPMENT
SYN_002811,DEVELOPMENT
SYN_002812,DEVELOPMENT
SYN_002813,DEVELOPMENT
SYN_002814,HOLDOUT
SYN_002815,DEVELOPMENT
SYN_002816,DEVELOPMENT
SYN_002817,DEVELOPMENT
SYN_002818,HOLDOUT
SYN_002819,DEVELOPMENT
SYN_002820,DEVELOPMENT
SYN_002821,DEVELOPMENT
SYN_002822,DEVELOPMENT
SYN_002823,DEVELOPMENT
SYN_002824,HOLDOUT
SYN_002825,DEVELOPMENT
SYN_002826,DEVELOPMENT
SYN_002827,DEVELOPMENT
SYN_002828,HOLDOUT
SYN_002829,DEVELOPMENT
SYN_002830,HOLDOUT
SYN_002831,DEVELOPMENT
SYN_002832,DEVELOPMENT
SYN_002833,DEVELOPMENT
SYN_002834,DEVELOPMENT
SYN_002835,DEVELOPMENT
SYN_002836,DEVELOPMENT
SYN_002837,HOLDOUT
SYN_002838,DEVELOPMENT
SYN_002839,DEVELOPMENT
SYN_002840,DEVELOPMENT
SYN_002841,DEVELOPMENT
SYN_002842,DEVELOPMENT
SYN_002843,HOLDOUT
SYN_002844,HOLDOUT
SYN_002845,HOLDOUT
SYN_002846,DEVELOPMENT
SYN_002847,DEVELOPMENT
SYN_002848,HOLDOUT
SYN_002849,DEVELOPMENT
SYN_002850,HOLDOUT
SYN_002851,DEVELOPMENT
SYN_002852,DEVELOPMENT
SYN_002853,HOLDOUT
SYN_002854,DEVELOPMENT
SYN_002855,DEVELOPMENT
SYN_002856,DEVELOPMENT
SYN_002857,DEVELOPMENT
SYN_002858,DEVELOPMENT
SYN_002859,HOLDOUT
SYN_002860,DEVELOPMENT
SYN_002861,DEVELOPMENT
SYN_002862,HOLDOUT
SYN_002863,DEVELOPMENT
SYN_002864,DEVELOPMENT
SYN_002865,DEVELOPMENT
SYN_002866,HOLDOUT
SYN_002867,DEVELOPMENT
SYN_002868,DEVELOPMENT
SYN_002869,DEVELOPMENT
SYN_002870,DEVELOPMENT
SYN_002871,DEVELOPMENT
SYN_002872,DEVELOPMENT
SYN_002873,DEVELOPMENT
SYN_002874,DEVELOPMENT
SYN_002875,HOLDOUT
SYN_002876,DEVELOPMENT
SYN_002877,DEVELOPMENT
SYN_002878,HOLDOUT
SYN_002879,DEVELOPMENT
SYN_002880,DEVELOPMENT
SYN_002881,DEVELOPMENT
SYN_002882,HOLDOUT
SYN_002883,HOLDOUT
SYN_002884,HOLDOUT
SYN_002885,DEVELOPMENT
SYN_002886,HOLDOUT
SYN_002887,DEVELOPMENT
SYN_002888,DEVELOPMENT
SYN_002889,HOLDOUT
SYN_002890,DEVELOPMENT
SYN_002891,DEVELOPMENT
SYN_002892,DEVELOPMENT
SYN_002893,DEVELOPMENT
SYN_002894,DEVELOPMENT
SYN_002895,HOLDOUT
SYN_002896,DEVELOPMENT
SYN_002897,DEVELOPMENT
SYN_002898,DEVELOPMENT
SYN_002899,DEVELOPMENT
SYN_002900,HOLDOUT
SYN_002901,DEVELOPMENT
SYN_002902,HOLDOUT
SYN_002903,HOLDOUT
SYN_002904,DEVELOPMENT
SYN_002905,DEVELOPMENT
SYN_002906,HOLDOUT
SYN_002907,HOLDOUT
SYN_002908,DEVELOPMENT
SYN_002909,DEVELOPMENT
SYN_002910,DEVELOPMENT
SYN_002911,DEVELOPMENT
SYN_002912,DEVELOPMENT
SYN_002913,HOLDOUT
SYN_002914,DEVELOPMENT
SYN_002915,DEVELOPMENT
SYN_002916,DEVELOPMENT
SYN_002917,DEVELOPMENT
SYN_002918,DEVELOPMENT
SYN_002919,DEVELOPMENT
SYN_002920,DEVELOPMENT
SYN_002921,DEVELOPMENT
SYN_002922,DEVELOPMENT
SYN_002923,DEVELOPMENT
SYN_002924,DEVELOPMENT
SYN_002925,HOLDOUT
SYN_002926,DEVELOPMENT
SYN_002927,DEVELOPMENT
SYN_002928,DEVELOPMENT
SYN_002929,DEVELOPMENT
SYN_002930,HOLDOUT
SYN_002931,DEVELOPMENT
SYN_002932,DEVELOPMENT
SYN_002933,DEVELOPMENT
SYN_002934,DEVELOPMENT
SYN_002935,HOLDOUT
SYN_002936,DEVELOPMENT
SYN_002937,DEVELOPMENT
SYN_002938,HOLDOUT
SYN_002939,DEVELOPMENT
SYN_002940,DEVELOPMENT
SYN_002941,DEVELOPMENT
SYN_002942,DEVELOPMENT
SYN_002943,DEVELOPMENT
SYN_002944,HOLDOUT
SYN_002945,DEVELOPMENT
SYN_002946,DEVELOPMENT
SYN_002947,DEVELOPMENT
SYN_002948,DEVELOPMENT
SYN_002949,DEVELOPMENT
SYN_002950,DEVELOPMENT
SYN_002951,DEVELOPMENT
SYN_002952,DEVELOPMENT
SYN_002953,DEVELOPMENT
SYN_002954,DEVELOPMENT
SYN_002955,DEVELOPMENT
SYN_002956,DEVELOPMENT
SYN_002957,DEVELOPMENT
SYN_002958,HOLDOUT
SYN_002959,HOLDOUT
SYN_002960,DEVELOPMENT
SYN_002961,DEVELOPMENT
SYN_002962,DEVELOPMENT
SYN_002963,HOLDOUT
SYN_002964,DEVELOPMENT
SYN_002965,DEVELOPMENT
SYN_002966,DEVELOPMENT
SYN_002967,HOLDOUT
SYN_002968,HOLDOUT
SYN_002969,HOLDOUT
SYN_002970,HOLDOUT
SYN_002971,DEVELOPMENT
SYN_002972,DEVELOPMENT
SYN_002973,DEVELOPMENT
SYN_002974,DEVELOPMENT
SYN_002975,DEVELOPMENT
SYN_002976,DEVELOPMENT
SYN_002977,DEVELOPMENT
SYN_002978,DEVELOPMENT
SYN_002979,DEVELOPMENT
SYN_002980,DEVELOPMENT
SYN_002981,DEVELOPMENT
SYN_002982,DEVELOPMENT
SYN_002983,HOLDOUT
SYN_002984,DEVELOPMENT
SYN_002985,DEVELOPMENT
SYN_002986,DEVELOPMENT
SYN_002987,DEVELOPMENT
SYN_002988,DEVELOPMENT
SYN_002989,DEVELOPMENT
SYN_002990,DEVELOPMENT
SYN_002991,DEVELOPMENT
SYN_002992,DEVELOPMENT
SYN_002993,DEVELOPMENT
SYN_002994,HOLDOUT
SYN_002995,DEVELOPMENT
SYN_002996,DEVELOPMENT
SYN_002997,DEVELOPMENT
SYN_002998,DEVELOPMENT
SYN_002999,DEVELOPMENT
SYN_003000,DEVELOPMENT
SYN_003001,DEVELOPMENT
SYN_003002,DEVELOPMENT
SYN_003003,DEVELOPMENT
SYN_003004,HOLDOUT
SYN_003005,DEVELOPMENT
SYN_003006,HOLDOUT
SYN_003007,DEVELOPMENT
SYN_003008,HOLDOUT
SYN_003009,DEVELOPMENT
SYN_003010,DEVELOPMENT
SYN_003011,DEVELOPMENT
SYN_003012,DEVELOPMENT
SYN_003013,HOLDOUT
SYN_003014,DEVELOPMENT
SYN_003015,HOLDOUT
SYN_003016,DEVELOPMENT
SYN_003017,DEVELOPMENT
SYN_003018,DEVELOPMENT
SYN_003019,DEVELOPMENT
SYN_003020,DEVELOPMENT
SYN_003021,DEVELOPMENT
SYN_003022,HOLDOUT
SYN_003023,DEVELOPMENT
SYN_003024,DEVELOPMENT
SYN_003025,DEVELOPMENT
SYN_003026,DEVELOPMENT
SYN_003027,DEVELOPMENT
SYN_003028,DEVELOPMENT
SYN_003029,DEVELOPMENT
SYN_003030,DEVELOPMENT
SYN_003031,DEVELOPMENT
SYN_003032,DEVELOPMENT
SYN_003033,DEVELOPMENT
SYN_003034,DEVELOPMENT
SYN_003035,DEVELOPMENT
SYN_003036,DEVELOPMENT
SYN_003037,DEVELOPMENT
SYN_003038,HOLDOUT
SYN_003039,DEVELOPMENT
SYN_003040,DEVELOPMENT
SYN_003041,DEVELOPMENT
SYN_003042,DEVELOPMENT
SYN_003043,HOLDOUT
SYN_003044,HOLDOUT
SYN_003045,HOLDOUT
SYN_003046,DEVELOPMENT
SYN_003047,DEVELOPMENT
SYN_003048,HOLDOUT
SYN_003049,DEVELOPMENT
SYN_003050,DEVELOPMENT
SYN_003051,HOLDOUT
SYN_003052,DEVELOPMENT
SYN_003053,DEVELOPMENT
SYN_003054,DEVELOPMENT
SYN_003055,DEVELOPMENT
SYN_003056,DEVELOPMENT
SYN_003057,DEVELOPMENT
SYN_003058,DEVELOPMENT
SYN_003059,DEVELOPMENT
SYN_003060,HOLDOUT
SYN_003061,DEVELOPMENT
SYN_003062,DEVELOPMENT
SYN_003063,HOLDOUT
SYN_003064,DEVELOPMENT
SYN_003065,DEVELOPMENT
SYN_003066,DEVELOPMENT
SYN_003067,HOLDOUT
SYN_003068,HOLDOUT
SYN_003069,DEVELOPMENT
SYN_003070,DEVELOPMENT
SYN_003071,DEVELOPMENT
SYN_003072,DEVELOPMENT
SYN_003073,DEVELOPMENT
SYN_003074,DEVELOPMENT
SYN_003075,DEVELOPMENT
SYN_003076,HOLDOUT
SYN_003077,DEVELOPMENT
SYN_003078,DEVELOPMENT
SYN_003079,DEVELOPMENT
SYN_003080,HOLDOUT
SYN_003081,DEVELOPMENT
SYN_003082,DEVELOPMENT
SYN_003083,DEVELOPMENT
SYN_003084,HOLDOUT
SYN_003085,DEVELOPMENT
SYN_003086,DEVELOPMENT
SYN_003087,DEVELOPMENT
SYN_003088,DEVELOPMENT
SYN_003089,DEVELOPMENT
SYN_003090,DEVELOPMENT
SYN_003091,DEVELOPMENT
SYN_003092,DEVELOPMENT
SYN_003093,HOLDOUT
SYN_003094,DEVELOPMENT
SYN_003095,DEVELOPMENT
SYN_003096,DEVELOPMENT
SYN_003097,DEVELOPMENT
SYN_003098,DEVELOPMENT
SYN_003099,DEVELOPMENT
SYN_003100,DEVELOPMENT
SYN_003101,DEVELOPMENT
SYN_003102,DEVELOPMENT
SYN_003103,DEVELOPMENT
SYN_003104,DEVELOPMENT
SYN_003105,DEVELOPMENT
SYN_003106,DEVELOPMENT
SYN_003107,DEVELOPMENT
SYN_003108,HOLDOUT
SYN_003109,DEVELOPMENT
SYN_003110,HOLDOUT
SYN_003111,DEVELOPMENT
SYN_003112,HOLDOUT
SYN_003113,DEVELOPMENT
SYN_003114,DEVELOPMENT
SYN_003115,HOLDOUT
SYN_003116,DEVELOPMENT
SYN_003117,DEVELOPMENT
SYN_003118,DEVELOPMENT
SYN_003119,DEVELOPMENT
SYN_003120,DEVELOPMENT
SYN_003121,HOLDOUT
SYN_003122,HOLDOUT
SYN_003123,DEVELOPMENT
SYN_003124,DEVELOPMENT
SYN_003125,HOLDOUT
SYN_003126,HOLDOUT
SYN_003127,DEVELOPMENT
SYN_003128,DEVELOPMENT
SYN_003129,DEVELOPMENT
SYN_003130,DEVELOPMENT
SYN_003131,DEVELOPMENT
SYN_003132,DEVELOPMENT
SYN_003133,DEVELOPMENT
SYN_003134,HOLDOUT
SYN_003135,DEVELOPMENT
SYN_003136,DEVELOPMENT
SYN_003137,DEVELOPMENT
SYN_003138,DEVELOPMENT
SYN_003139,DEVELOPMENT
SYN_003140,DEVELOPMENT
SYN_003141,DEVELOPMENT
SYN_003142,DEVELOPMENT
SYN_003143,DEVELOPMENT
SYN_003144,DEVELOPMENT
SYN_003145,DEVELOPMENT
SYN_003146,HOLDOUT
SYN_003147,DEVELOPMENT
SYN_003148,HOLDOUT
SYN_003149,HOLDOUT
SYN_003150,DEVELOPMENT
SYN_003151,DEVELOPMENT
SYN_003152,HOLDOUT
SYN_003153,HOLDOUT
SYN_003154,DEVELOPMENT
SYN_003155,DEVELOPMENT
SYN_003156,DEVELOPMENT
SYN_003157,DEVELOPMENT
SYN_003158,DEVELOPMENT
SYN_003159,DEVELOPMENT
SYN_003160,DEVELOPMENT
SYN_003161,DEVELOPMENT
SYN_003162,DEVELOPMENT
SYN_003163,DEVELOPMENT
SYN_003164,DEVELOPMENT
SYN_003165,HOLDOUT
SYN_003166,DEVELOPMENT
SYN_003167,DEVELOPMENT
SYN_003168,DEVELOPMENT
SYN_003169,DEVELOPMENT
SYN_003170,HOLDOUT
SYN_003171,DEVELOPMENT
SYN_003172,DEVELOPMENT
SYN_003173,DEVELOPMENT
SYN_003174,DEVELOPMENT
SYN_003175,DEVELOPMENT
SYN_003176,DEVELOPMENT
SYN_003177,DEVELOPMENT
SYN_003178,DEVELOPMENT
SYN_003179,DEVELOPMENT
SYN_003180,HOLDOUT
SYN_003181,DEVELOPMENT
SYN_003182,DEVELOPMENT
SYN_003183,HOLDOUT
SYN_003184,HOLDOUT
SYN_003185,DEVELOPMENT
SYN_003186,DEVELOPMENT
SYN_003187,DEVELOPMENT
SYN_003188,DEVELOPMENT
SYN_003189,HOLDOUT
SYN_003190,DEVELOPMENT
SYN_003191,DEVELOPMENT
SYN_003192,DEVELOPMENT
SYN_003193,DEVELOPMENT
SYN_003194,HOLDOUT
SYN_003195,DEVELOPMENT
SYN_003196,DEVELOPMENT
SYN_003197,HOLDOUT
SYN_003198,DEVELOPMENT
SYN_003199,HOLDOUT
SYN_003200,DEVELOPMENT
SYN_003201,DEVELOPMENT
SYN_003202,DEVELOPMENT
SYN_003203,DEVELOPMENT
