cycle,seed,component,similarity
0708,95,IC2,0.9999217825872726
0708,95,IC3,0.9999718966593879
0708,95,IC4,0.9999985548707733
0708,96,IC1,0.9999995510372099
0708,96,IC2,0.9999997440313448
0708,96,IC3,0.9999997293462424
0708,96,IC4,0.9999998207763622
0708,97,IC1,0.9999985223242807
0708,97,IC2,0.9999977509096873
0708,97,IC3,0.9999995715141532
0708,97,IC4,0.9999997953142206
0708,98,IC1,0.9999866787511619
0708,98,IC2,0.99998901902222
0708,98,IC3,0.999995939071918
0708,98,IC4,0.9999999116783858
0708,99,IC1,0.9999985500519597
0708,99,IC2,0.999998249878677
0708,99,IC3,0.9999921173612105
0708,99,IC4,0.9999909666004866
